IUPAC,VGA(EY Lab) (1ug/ml),VGA(EY Lab) (10ug/ml),VGA(EY Lab) (100ug/ml)
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,899.5195000000003,4646.416075000001,24567.14964999999
Man(a1-2)Man(a1-3)Man(a1-Sp9,10.900424999999998,15.970575000000002,76.49815000000002
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,37.15655,7.444325000000001,231.68282500000004
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,8.187149999999999,14.439925000000002,523.403175
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,26.301775,43.401875,118.450675
Man(a1-6)[Man(a1-3)]Man(a1-Sp9,19.5614,19.562300000000004,116.03024999999998
Man(a1-2)Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-Sp9,13.702224999999995,30.802675000000008,1378.587125
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,92.05215,118.43760000000003,337.9783749999998
Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,2.08245,9.588425,66.1879
Man(b1-4)GlcNAc(b1-Sp0,8.804075,0.8067250000000001,43.719875
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,1.608649999999999,3.542175000000001,28.675399999999986
(3S)Gal(b1-4)[Fuc(a1-3)](6S)GlcNAc(b1-Sp8,4.870425000000001,9.407275000000002,91.579675
Fuc(a1-2)(6S)Gal(b1-4)GlcNAc(b1-Sp0,4.09315,5.886824999999997,33.19652500000001
Fuc(a1-2)Gal(b1-4)(6S)GlcNAc(b1-Sp8,3.547975,10.244549999999997,10.314925000000002
Fuc(a1-2)(6S)Gal(b1-4)(6S)Glc(b1-Sp0,12.793,9.785475000000002,67.79772500000001
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp8,11.64925,0.4605749999999995,13.6279
Neu5Ac(a2-3)Gal(b1-3)GalNAc(a1-Sp14,13.644275000000004,4.804000000000001,17.877525
GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,3.47215,7.9217499999999985,162.88834999999997
