IUPAC,AMA (EY Lab) (0.1ug/ml),AMA(EY Lab) (1ug/ml),AMA(EY Lab) (10ug/ml),AMA (EY Lab) (100ug/ml)
GlcNAc(b1-6)GalNAc(a1-Sp8,17.022225,3.734825,4.5680000000000005,63.263475
GlcNAc(b1-6)GalNAc(a1-Sp14,9.185775,7.076799999999995,0.7169750000000006,9.9128
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,8.084649999999996,11.655775,10.234375,12.752124999999992
Glc(a1-4)Glc(b1-Sp8,16.141075,9.972074999999997,3.8320250000000007,10.423999999999994
Glc(a1-4)Glc(a1-Sp8,8.248024999999998,15.080899999999998,13.035349999999998,9.973825
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,0.4098750000000013,7.71505,1.123125,9.66345
Glc(b1-4)Glc(b1-Sp8,-8.831750000000003,5.739925000000001,14.911525,-3.057274999999997
Glc(b1-6)Glc(b1-Sp8,9.289625,8.130150000000004,8.044199999999998,20.373325
G-ol(a1-Sp8,15.733224999999996,9.415399999999998,15.587525,16.959224999999996
GlcA(a1-Sp8,23.839675000000003,4.308875,1.9221250000000007,10.218625
GlcA(b1-Sp8,62.69802500000002,25.425075,43.3412,73.93780000000002
GlcA(b1-3)Gal(b1-Sp8,8.340049999999998,7.906050000000001,-2.698874999999994,-25.8439
GlcA(b1-6)Gal(b1-Sp8,17.442699999999995,5.828075000000005,18.283025,39.115425
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,6.781025,5.694874999999998,1.956225,3.621475
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.549724999999999,8.5811,4.659124999999999,0.3951750000000018
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,12.338549999999998,14.516575,12.892774999999995,33.23180000000001
