IUPAC,RPA (0.1ug/ml),RPA(EY Lab) (1ug/ml),RPA(EY Lab) (10ug/ml),RPA (100ug/ml)
(6S)Gal(b1-4)(6S)Glc(b1-Sp8,10.616425,19.30795,7.282325,32.81505
Neu5Ac(a2-3)(6S)Gal(b1-4)GlcNAc(b1-Sp8,4.42805,7.477050000000002,4.7142750000000015,-3.9663000000000013
(6S)GlcNAc(b1-Sp8,2.2875,9.701524999999998,3.22565,1.190475000000001
"Neu5,9Ac2(a1-Sp8",2.78885,10.335650000000003,-0.879999999999999,6.296699999999999
"Neu5,9Ac2(a2-6)Gal(b1-4)GlcNAc(b1-Sp8",3.5481749999999987,6.149499999999999,0.5285500000000005,10.742325
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,12.003975,13.683025,5.870974999999999,16.982225000000003
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,10.97975,19.303125,8.794699999999999,21.096299999999992
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,7.742775,13.846525,14.747650000000007,11.825874999999995
GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,4.22085,11.77125,-0.5694500000000007,15.910149999999994
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.66815,15.809024999999993,-0.18100000000000005,21.36345
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,18.834650000000003,5.963074999999997,-0.4906750000000004,-1.0708750000000011
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp13,7.279149999999998,8.618775000000001,4.042700000000002,8.695574999999998
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)M(an-a)(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,4.111775,3.723525,7.3448999999999955,18.565774999999988
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp24,16.587725000000002,42.27987499999999,5.954875,55.3374
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-Sp9,11.574974999999998,30.243624999999994,7.256275,46.76115000000001
Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp9,8.4083,5.137625,6.688450000000002,3.403875
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp8,3.2568250000000005,2.7457000000000003,6.4978000000000025,9.280075000000002
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp8,7.846,6.2375,-0.7845000000000004,4.027249999999999
Fuc(a1-2)Gal(b1-3)GalNAc(a1-Sp14,2.8736999999999986,32.170625,8.88,11.924300000000002
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,8.384174999999999,6.626050000000001,16.068050000000003,26.63377500000001
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp9,7.179874999999997,6.93085,3.34615,-0.058999999999999275
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,9.85015,5.199849999999999,12.159125,17.805424999999996
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,5.657749999999997,0.1628500000000006,4.924849999999998,-2.1820749999999984
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp0,5.968999999999994,12.346899999999994,2.7936499999999977,6.680074999999987
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp8,4.5991,11.789375,1.6824249999999994,4.16615
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.6127,6.168425000000003,9.55525,7.39875
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,14.062875000000002,17.484499999999993,28.239425000000004,11.665300000000002
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,9.98405,6.9842,12.79915,6.9159500000000005
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,6.7498999999999985,13.69165,5.829250000000001,19.266525
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.2689999999999997,4.811099999999998,3.076325,3.950725
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,3.5811749999999987,16.159375,1.363525000000001,11.5551
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp0,4.8611,5.171750000000001,10.506224999999992,7.125375000000001
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-Sp8,4.648225,5.9357000000000015,3.342625,8.80805
Fuc(a1-2)Gal(b1-4)Glc(b1-Sp0,2.1511250000000004,3.771325000000002,7.128450000000003,9.362049999999996
Fuc(a1-2)Gal(b1-Sp8,3.669175,14.3428,5.793149999999999,12.743099999999998
Fuc(a1-3)GlcNAc(b1-Sp8,13.268525,6.69675,-3.644774999999999,9.154325
Fuc(a1-4)GlcNAc(b1-Sp8,7.039125,5.369125,-4.242050000000001,-2.1911000000000023
Fuc(b1-3)GlcNAc(b1-Sp8,11.887925,4.224150000000003,3.6767999999999983,12.537749999999996
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,6.35605,41.10934999999999,3.91085,5.99445
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,22.7626,24.90847500000001,12.0563,90.7925
(3S)Gal(b1-4)[Fuc(a1-3)]Glc(b1-Sp0,8.126075,15.912374999999995,3.7051,25.800025
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp0,0.8833000000000011,10.931775000000002,4.9035,0.8659249999999998
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,6.819850000000002,7.0328750000000015,8.402450000000002,10.605849999999997
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,8.335675000000002,11.463549999999998,-0.5242,11.133350000000005
GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-Sp8,10.926725,7.991700000000002,8.301624999999998,8.330975
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,5.84545,6.7307250000000005,4.1825,-1.1067500000000008
GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,7.3565,1.7895999999999983,4.695124999999998,1.24375
GalNAc(a1-3)GalNAc(b1-Sp8,8.450175,12.4039,1.6914999999999996,20.185875
GalNAc(a1-3)Gal(b1-Sp8,2.329625,5.274925,6.7695,30.086575
GalNAc(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,0.07167500000000038,0.3327750000000003,7.873775000000001,3.827575
GalNAc(b1-3)GalNAc(a1-Sp8,7.232224999999999,5.701825,9.201975,7.020274999999999
GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-Sp8,1.4174249999999988,18.376275,1.1429750000000012,5.740074999999999
GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,11.712750000000005,14.179399999999998,7.721474999999999,12.032125000000004
GalNAc(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,10.491875,7.408399999999991,0.3284999999999987,4.954550000000005
GalNAc(b1-4)GlcNAc(b1-Sp0,2.93305,1.619324999999998,9.492625,22.475575
GalNAc(b1-4)GlcNAc(b1-Sp8,3.5379500000000004,17.48125,4.990724999999997,20.42575
Gal(a1-2)Gal(b1-Sp8,8.951675000000002,9.0557,7.357149999999999,15.45885
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp0,5.986224999999999,2.867049999999999,13.709600000000005,10.0736
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-Sp8,15.397574999999994,17.713025000000005,11.590225000000002,10.210625
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.886575,24.65735,25.335725,52.79367500000001
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,7.633700000000001,9.180425,0.2907500000000001,16.436000000000003
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(a1-Sp0,7.3538,6.704300000000003,0.7160500000000001,3.5844749999999994
Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)Glc(b1-Sp0,4.7411,22.0433,1.6556750000000005,26.713350000000005
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp8,7.9903,7.067325,8.136325000000003,6.818500000000004
Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp18,3.48985,14.693575,3.91455,13.056674999999998
Gal(a1-4)[Gal(a1-3)]Gal(b1-4)GlcNAc(b1-Sp8,2.496575,23.44635,10.140775,2.345349999999997
Gal(a1-3)GalNAc(a1-Sp8,5.235950000000001,5.33435,3.8035250000000014,11.789949999999996
Gal(a1-3)GalNAc(a1-Sp16,12.915124999999994,12.396574999999995,11.829375,8.87145
Gal(a1-3)GalNAc(b1-Sp8,4.056424999999997,9.267125,7.812425,7.359849999999998
Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,4.9818250000000015,23.94785000000001,6.305049999999998,28.813625
Gal(a1-3)Gal(b1-3)GlcNAc(b1-Sp0,6.727350000000001,6.244850000000001,12.03035,64.31815
Gal(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,8.829375,4.410499999999999,5.516100000000002,2.1865749999999995
Gal(a1-3)Gal(b1-4)Glc(b1-Sp0,4.056550000000001,3.406225,-1.5440000000000005,37.25087499999999
Gal(a1-3)Gal(b1-4)Glc(a1-Sp10,4.540750000000001,6.981750000000003,20.643675,21.045825
Gal(a1-3)Gal(b1-Sp8,1.0749750000000002,7.626925000000003,6.470875,12.343525000000005
Gal(a1-4)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,3.836325000000001,6.037275,6.655375000000001,16.015325
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp0,0.4929249999999996,16.756700000000002,4.15275,11.15205
Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp8,6.151475,3.0105500000000003,6.1015500000000005,15.29095
Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,11.6773,16.479275,9.585275000000003,16.988200000000006
Gal(a1-4)GlcNAc(b1-Sp8,11.307875,3.4238750000000007,9.15025,5.788924999999992
Gal(a1-6)Glc(b1-Sp8,4.83775,13.686325000000005,30.984225,34.255725
Gal(b1-2)Gal(b1-Sp8,5.817375000000002,10.232225,23.837350000000008,-3.944775
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.390249999999998,7.004274999999998,6.147275000000002,3.8252500000000014
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,7.7548249999999985,11.9084,-4.1229000000000005,1.5542249999999989
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp0,15.304075000000005,11.8421,7.296449999999997,11.5871
Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-Sp8 ,5.27355,4.420900000000001,6.280725,1.8071000000000053
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-Sp8,14.275850000000005,8.125225,-1.7738499999999997,-2.0497499999999995
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp8,6.453025,1.027625,6.380849999999999,-2.0407249999999992
Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,13.394175,20.259875,20.885325,35.346025
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,-0.17474999999999996,6.954324999999997,4.559325000000002,15.555349999999995
GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,6.215799999999986,9.302275,5.239175,10.892575000000008
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp8,4.6979500000000005,32.88175000000001,2.39805,-1.955025
Neu5Ac(a2-6)[Gal(b1-3)]GalNAc(a1-Sp14,18.2311,28.43330000000001,45.06777500000001,17.145575
Neu5Ac(b2-6)[Gal(b1-3)]GalNAc(a1-Sp8,3.8045,1.40565,1.5748249999999997,0.6203750000000001
Neu5Ac(a2-6)[Gal(b1-3)]GlcNAc(b1-4)Gal(b1-4)Glc(b1-Sp10,4.51925,7.485925,4.816275000000002,3.0619250000000005
Gal(b1-3)GalNAc(a1-Sp8,4.424049999999999,11.067774999999996,4.548350000000001,0.5304499999999992
Gal(b1-3)GalNAc(a1-Sp14,10.979199999999995,8.994599999999998,25.316225,32.15015
Gal(b1-3)GalNAc(a1-Sp16,7.588725,11.88485,7.763499999999998,65.01657499999999
Gal(b1-3)GalNAc(b1-Sp8,7.444850000000002,8.915099999999997,5.052600000000003,10.875125000000004
Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,5.840900000000001,22.960675,15.067125,38.63555000000001
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc(b1-Sp0,1.677175,5.430699999999999,17.997050000000005,8.957375000000043
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-Sp8,5.397375,10.732350000000004,0.21625,7.806450000000002
Gal(b1-3)Gal(b1-Sp8,1.4471750000000003,22.941199999999995,7.678349999999999,7.266000000000003
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,15.002349999999998,14.325225,16.236825,19.860275
Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp10,6.17605,10.407175,0.9420500000000004,11.110900000000004
Gal(b1-3)GlcNAc(b1-Sp0,2.5181,16.670925,0.3807999999999998,13.055925000000002
Gal(b1-3)GlcNAc(b1-Sp8,14.0193,3.842875,11.71095,8.657775
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,8.774675,8.957699999999997,5.695074999999999,12.8389
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,5.669324999999999,5.231400000000002,5.53895,8.340625
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,13.278850000000002,18.172300000000003,16.982725000000002,25.1802
Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,5.551849999999997,6.802275,3.67175,-2.5051000000000005
Gal(b1-4)(6S)Glc(b1-Sp0,4.1803750000000015,11.658375,6.294224999999999,8.1497
Gal(b1-4)(6S)Glc(b1-Sp8,8.589200000000002,19.288125,67.70657499999999,37.88235
Gal(b1-4)GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,5.696225,10.987050000000002,6.7423,4.783375000000001
Gal(b1-4)GalNAc(b1-3)[Fuc(a1-2)]Gal(b1-4)GlcNAc(b1-Sp8,9.328225,5.970599999999999,1.474075,6.249774999999998
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp8,-0.4751999999999996,4.038275,8.664000000000001,10.220675
Gal(b1-4)GlcNAc(b1-3)GalNAc(a1-Sp14,8.5536,13.783149999999996,12.7772,35.321674999999985
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,12.772549999999995,9.903975000000004,9.8601,14.156524999999998
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,5.067924999999999,16.472575,8.199625000000001,19.566
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.3229,10.386125,3.1310000000000002,11.450274999999998
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,3.961275000000001,15.074025000000002,1.24765,17.872399999999992
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp8,14.304275000000004,14.526975000000007,15.840274999999995,12.459575
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp8,4.788525,8.631925000000003,9.446075,12.341050000000005
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc(a1-Sp14,10.728500000000002,13.196100000000005,21.576775000000005,25.2954
Gal(b1-4)GlcNAc(b1-Sp0,6.961149999999999,15.622799999999998,7.792650000000001,6.127624999999999
Gal(b1-4)GlcNAc(b1-Sp8,4.4498750000000005,7.634725000000002,5.7096750000000025,14.814375
Gal(b1-4)GlcNAc(b1-Sp23,11.184575,10.008625000000002,2.9358000000000004,4.551074999999999
Gal(b1-4)Glc(b1-Sp0,14.354775,20.9802,7.106750000000003,23.804900000000004
Gal(b1-4)Glc(b1-Sp8,5.427074999999999,14.0576,20.9105,7.9959500000000014
GlcNAc(a1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.924950000000001,5.050975000000001,2.3832249999999995,12.19115
GlcNAc(a1-6)Gal(b1-4)GlcNAc(b1-Sp8,6.6479,8.568300000000002,4.601075000000002,4.04875
GlcNAc(b1-2)Gal(b1-3)GalNAc(a1-Sp8,16.867075,9.2626,2.5013499999999977,25.114425000000004
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp8,9.92255,19.457475,8.167024999999995,1.4899500000000003
GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc(a1-Sp14,10.028674999999998,19.485100000000006,35.734625,4.855800000000002
GlcNAc(b1-6)[GlcNAc(b1-3)]Gal(b1-4)GlcNAc(b1-Sp8,6.193875,19.250725000000006,-0.5440250000000009,13.360324999999989
GlcNAc(b1-3)GalNAc(a1-Sp8,9.041524999999996,10.904000000000002,3.0048249999999994,21.133175
GlcNAc(b1-3)GalNAc(a1-Sp14,4.1159,12.772125,4.704350000000002,14.658975000000002
GlcNAc(b1-3)Gal(b1-Sp8,13.038450000000005,21.086925,-0.06922500000000076,11.878575
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.674799999999999,3.5900250000000007,4.969575000000002,6.231525000000001
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp8,5.7451250000000025,10.541275,3.616,7.712774999999998
GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,4.493199999999999,7.654225,19.750650000000004,14.559950000000004
GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp0,6.268674999999999,13.629100000000005,5.193125,13.006550000000004
GlcNAc(b1-4)(a1-MDPLys,4.524825,12.998350000000002,2.8793999999999755,25.316725000000005
GlcNAc(b1-6)[GlcNAc(b1-4)]GalNAc(a1-Sp8,3.0764749999999994,6.607599999999999,8.022424999999998,16.318574999999996
GlcNAc(b1-4)Gal(b1-4)GlcNAc(b1-Sp8,6.5947,15.550275,-3.815999999999999,-2.736575
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,11.153875,9.212424999999998,11.712325,12.289450000000002
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,2.59415,6.514524999999999,8.378975000000025,23.174625
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp8,7.29845,15.787975,5.388299999999997,19.856175
GlcNAc(b1-6)GalNAc(a1-Sp8,3.664575,12.414600000000002,-2.8614750000000018,2.107924999999999
GlcNAc(b1-6)GalNAc(a1-Sp14,1.979425,13.280975000000002,10.55305,30.16842500000001
GlcNAc(b1-6)Gal(b1-4)GlcNAc(b1-Sp8,2.32655,4.333724999999999,11.899325000000005,8.015
Glc(a1-4)Glc(b1-Sp8,7.37985,18.94545,6.1473999999999975,13.733550000000005
Glc(a1-4)Glc(a1-Sp8,5.578625,7.041375,11.989125,31.842649999999995
Glc(a1-6)Glc(a1-6)Glc(b1-Sp8,12.46385,18.066925,31.019300000000005,55.542350000000006
Glc(b1-4)Glc(b1-Sp8,4.34375,10.21305,18.838474999999995,35.466925
Glc(b1-6)Glc(b1-Sp8,7.0929,14.8052,6.9752249999999965,86.08464999999998
G-ol(a1-Sp8,2.088,15.266575,11.182375,38.0735
GlcA(a1-Sp8,0.7614000000000001,8.151675000000001,10.073000000000002,17.621575
GlcA(b1-Sp8,41.35115,61.8164,43.25257499999999,90.65519999999998
GlcA(b1-3)Gal(b1-Sp8,3.599199999999999,9.547625,9.096725000000003,12.799774999999995
GlcA(b1-6)Gal(b1-Sp8,9.027875000000002,29.847874999999995,11.520199999999996,8.188274999999997
KDN(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,2.096824999999999,9.626875,20.310425,5.0456250000000065
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,8.906225,13.431124999999998,5.6565499999999975,21.505375
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-Sp9,7.207824999999998,10.885275,2.41335,9.647724999999998
Man(a1-2)Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-Sp9,5.597025,4.997325,0.32040000000000113,5.8044499999999974
Man(a1-2)Man(a1-3)Man(a1-Sp9,8.971425,16.478175,3.2479,8.719175000000002
Man(a1-6)[Man(a1-2)Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp12,3.7144250000000016,11.431975,16.179475,6.830950000000002
