glycans,AAA actual,AAA predicted,AAL actual,AAL predicted,ABA actual,ABA predicted,ACL actual,ACL predicted,AIA actual,AIA predicted,AMA actual,AMA predicted,AOL actual,AOL predicted,BPL actual,BPL predicted,CAA actual,CAA predicted,CAL actual,CAL predicted,CFL actual,CFL predicted,CTB actual,CTB predicted,ConA actual,ConA predicted,DBA actual,DBA predicted,DSL actual,DSL predicted,ECL actual,ECL predicted,EEL actual,EEL predicted,G3C actual,G3C predicted,GNL actual,GNL predicted,GSL actual,GSL predicted,HAA actual,HAA predicted,HHA actual,HHA predicted,HPA actual,HPA predicted,LCA actual,LCA predicted,LEL actual,LEL predicted,LFA actual,LFA predicted,LTL actual,LTL predicted,MAL actual,MAL predicted,MNA actual,MNA predicted,MOA actual,MOA predicted,MPL actual,MPL predicted,NPL actual,NPL predicted,PNA actual,PNA predicted,PSA actual,PSA predicted,PSL actual,PSL predicted,PTL actual,PTL predicted,RCA actual,RCA predicted,RPA actual,RPA predicted,SBA actual,SBA predicted,SJA actual,SJA predicted,SNA actual,SNA predicted,STA actual,STA predicted,TJA actual,TJA predicted,TL actual,TL predicted,UDA actual,UDA predicted,UEA actual,UEA predicted,VGA actual,VGA predicted,VVL actual,VVL predicted,WFL actual,WFL predicted,WGA actual,WGA predicted
Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(b1-Sp10,4.667476,5.174414,3.5156267,2.453312,3.0266879,4.346157,2.4647808,0.0,1.0,0.0,3.1101582,0.4202113,2.538085,2.8465095,1.0,0.0,3.0030303,0.45798486,2.5332932,0.0,5.5204883,3.4835434,6.2822456,4.289577,1.0,4.0967455,2.705222,2.3875089,3.941014,0.0,1.0,0.0,1.0,0.18989336,3.7014403,1.0145522,1.0,1.6411858,2.2846153,1.0199015,1.4516312,1.4214376,2.4527056,1.9184629,2.885156,0.0,2.896482,3.6552556,3.3145502,0.0,5.541784,3.4738588,3.3883061,2.104321,6.57785,3.3312666,1.65467,1.6732714,2.619621,0.0,3.8078382,0.28575414,3.2536929,2.8888774,2.0918334,0.0,3.24649,1.3539208,2.0551388,0.0,2.243345,0.9438118,4.7795587,0.38809162,1.680613,2.3514442,1.0,0.0,2.487065,0.0,1.0,0.0,2.9043336,0.0,2.9809365,0.3985759,1.9993956,0.0,1.8028145,1.0098245,1.0,1.3200691,2.4578285,2.9972644,2.0867054,0.0,1.493905,0.0,4.2865176,0.0
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,1.4934791,2.9918268,1.0,0.0,2.4320414,6.188999,1.0,0.0,1.0,0.0,2.5305011,1.3437043,1.8845351,0.0,2.147314,0.0,1.6450479,2.024054,2.1739788,0.0,2.940924,0.0,1.0,5.435027,1.0,1.1865746,2.0937703,1.7992622,1.0,3.4061081,1.4920281,0.0,1.7751788,1.0427667,3.2420444,4.743811,1.63116,1.635771,1.0,0.0,1.0,0.0,2.4501417,0.7967572,1.0,0.0,2.0862634,0.0,14.700871,26.544628,3.2541358,2.6931343,1.0,0.2339954,1.0,1.2356272,1.0,2.2438254,1.0,0.0,2.3655584,0.0,1.0,2.2294726,1.0,7.9685,2.2257495,0.0,1.1886547,2.0508323,1.8185983,0.40866566,2.3652904,4.7307262,1.0,0.0,1.0,0.0,1.6752617,0.0,1.0,0.24201035,19.029066,21.578655,2.1870067,1.5985276,1.0,0.0,3.2317455,7.871688,1.0,0.0,2.6023636,2.1429965,1.0,0.0,1.0,0.0,18.995562,28.931427
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp24,4.339701,5.701992,32.555733,34.67552,3.3580952,1.742569,2.7362776,9.541443,1.0,0.0,32.08028,2.867522,27.157251,27.195831,3.0024738,0.0,16.636934,6.1713142,26.77103,8.343716,10.508531,8.330583,7.876482,8.1072,10.733236,16.405233,12.677691,5.1375694,7.4392242,1.4998051,1.0,0.0,2.2531807,1.562917,3.2457316,1.0815499,2.9088414,4.0034256,9.838302,4.719653,2.9238431,1.4579005,3.0144525,3.8181443,3.8158095,1.464348,25.065952,14.915587,3.3756952,0.0,3.933033,6.444748,17.772362,6.3794394,1.0,5.5538683,8.647472,0.52096176,2.8485394,0.0,4.973792,4.0258117,8.419991,6.1363697,4.842943,0.0,29.981842,15.88419,5.150496,3.474391,2.0807807,1.8028926,26.131468,0.0,4.5000334,7.218751,4.165381,0.0,3.4069953,0.0,4.2047553,6.1277895,4.9298253,0.46153894,3.5193157,2.743189,28.900953,0.0,3.9465103,4.0611067,2.3464577,0.0,4.551454,6.0298758,3.3040316,0.0,2.9972587,3.320496,8.779337,0.0
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp19,2.9976332,0.034367293,1.434176,6.4748983,4.273011,2.4312348,1.0,0.0,1.0,0.0,1.5987002,13.923723,3.7615614,8.3789215,1.2321132,0.0,17.209795,7.987073,17.422064,13.387886,11.623359,0.0,4.132258,5.8677015,16.92803,19.318512,1.0,1.5041081,5.308887,5.3740745,1.0,0.0,1.0,6.0145936,3.7092028,3.6828907,3.4866052,2.8668778,1.0,0.0,3.2231307,0.0,3.4141781,1.1463326,3.4384189,0.0,6.267733,3.3133032,3.020484,11.546631,4.1637964,2.9298706,1.0,1.1787008,1.0,0.35171604,8.6200905,8.744351,2.625085,2.4509444,6.013855,0.0,4.26435,3.6018977,3.56597,0.0,2.7105713,3.4851158,1.396304,3.2239778,2.3382406,6.224971,5.403938,4.387117,4.1110487,0.0,1.0,0.0,1.300818,4.153558,6.029973,1.0269572,5.59665,10.34934,3.4448035,3.4541912,2.846345,6.2534447,3.855596,5.9828835,1.0,0.0,5.3540273,2.3552997,3.6720452,0.0,2.950964,0.0,30.070002,24.957907
GlcNAc(b1-6)[GlcNAc(b1-2)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp24,3.056365,20.53718,32.458313,8.144115,21.738775,18.173708,1.0,0.0,1.0,0.0,3.6977932,18.238363,25.731762,7.7112584,2.176098,0.0,12.38478,12.921335,20.982498,17.610813,7.0176334,2.4142118,5.8901114,4.4290867,21.012247,31.542309,3.0272589,0.02250731,13.949762,9.983093,2.7217212,0.0,2.0700452,1.9539151,2.83348,2.4090633,1.0,5.6075044,4.7787576,4.1922445,2.1182907,0.58762205,2.5107696,4.449791,2.6728928,0.0,34.05915,12.660775,3.8427682,4.9259,3.81505,5.14639,1.7088695,2.366992,1.0,9.735016,13.7694645,18.034374,2.2064018,0.0,3.434792,0.0,1.471141,9.699327,2.0655372,4.791504,33.355858,3.2902586,8.133979,0.0,2.089223,2.0245628,3.6118617,2.731424,25.203825,8.116324,1.0,0.0,1.0,1.0015271,1.0,0.0,4.836929,5.685863,3.0750988,0.0,1.0,10.498247,4.5649996,9.297166,1.0,16.75719,3.1815648,4.142107,2.5346806,0.0,1.2309704,0.0,21.821774,36.60624
Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(b1-Sp21,8.289519,0.07168412,2.1133392,5.527616,4.439877,4.605981,1.9365078,0.0,1.0,0.0,5.027925,15.283687,2.4053972,6.26905,28.028755,24.031118,16.152977,10.0268345,23.730604,12.749892,6.93418,0.0,5.108641,4.8503046,32.835243,23.658318,1.0,0.0,5.208087,12.5254135,1.4595681,4.271763,2.6756427,2.427783,4.391168,5.8189516,6.918125,5.542694,1.1754141,0.0,2.6118872,0.0,6.521835,5.9627852,3.2842214,0.0,5.6106815,10.040644,4.124154,4.4041805,4.4752903,3.8229566,1.0,0.92877746,1.0,1.2189455,13.620989,14.931438,3.892425,0.9449506,4.939304,0.8129181,8.997417,8.538914,8.556643,1.3255863,3.591029,6.5144153,2.325507,0.9640453,2.9293268,1.8225205,33.693085,27.824673,2.699123,10.838974,1.0,1.3433943,6.5771594,4.4632416,3.9748285,1.1962318,7.064349,4.6336784,4.0914826,2.0543635,1.0,4.578353,6.406525,6.8322897,2.5929432,0.0,3.9151988,5.7240357,2.7615416,0.0,34.34716,28.067406,33.23334,27.342636
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc(b1-Sp21,1.5085255,1.8440893,3.9229882,12.409445,4.120625,3.8709288,1.0,0.0,1.0,0.0,2.2567616,4.0971007,10.632445,13.751797,16.492542,0.0,1.0,4.0215993,2.0142913,3.803205,3.7688596,0.0,2.7147207,5.0466413,1.0,5.0989265,2.8832386,2.111169,1.0,1.8990754,1.0,1.999668,1.6536193,3.9855645,2.6609669,7.013225,1.0,0.20072329,1.7258981,0.0,4.0621676,0.0,1.3461895,1.2228634,1.0,0.0,1.5506276,0.0,4.0348706,13.260965,2.843636,3.8043716,1.0,2.3338466,1.0,0.75339174,2.7156045,5.490275,2.1498919,1.5330027,1.3008082,0.55438787,1.88295,1.5001178,2.4396858,0.5003092,1.6236304,0.0,27.198256,33.854195,2.0189428,3.161761,35.13194,40.666435,1.0,1.3056507,1.0,0.0,2.8326783,1.4253536,32.659737,44.61815,4.125757,10.145265,24.116245,30.833908,1.0,0.0,1.0,4.057653,1.0,0.47172415,2.5945399,3.3043647,2.3984249,0.0,25.549852,1.8810775,6.751167,15.598274
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-Sp0,3.6585991,0.82599545,1.9869378,0.0,8.292713,2.659501,4.547794,0.0,2.9414027,0.12737486,3.6840322,0.47976774,3.8029428,0.0,3.1563315,0.0,1.0,1.5304227,3.930318,0.0,5.719572,11.49297,5.418054,4.81662,1.0,3.2672474,3.1564426,1.2900535,2.378036,0.0,1.2576754,0.0,2.103861,1.1843005,3.6675758,1.4483639,2.9161112,1.5845016,2.5888205,0.0,1.0,0.0,2.6389225,2.2411234,1.0,0.0,3.244,0.63348764,3.0233374,0.38624862,6.0808554,3.878808,1.3020874,1.9585937,5.334671,0.6175105,2.1630092,1.983422,2.0630615,5.5256815,7.299799,4.031715,3.4688869,2.2919428,3.867728,0.0,3.0095391,0.0,1.9000531,0.0,2.1535242,1.7545944,8.722544,2.8356752,3.840248,1.280592,1.0,0.0,2.3912601,0.0,8.964359,0.0,4.405262,2.6570935,4.0156665,0.66156733,2.3977597,0.0,3.7995417,0.6327654,1.0,0.0,3.7690163,3.7415586,4.4256506,0.0,3.4358497,0.0,5.8421106,4.7782736
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,3.1615865,3.1669035,1.2894311,6.075549,3.109374,3.8904912,1.8722395,0.0,1.0,0.0,1.0,2.9906063,1.0,5.573951,2.3709311,0.0,1.0,0.0,1.7152436,0.0,2.527015,3.871163,4.318569,5.2676954,1.0,3.866995,2.80893,1.6481321,1.9097056,1.9131259,1.0,0.0,1.93623,2.5564258,2.971203,2.276724,1.0,1.5699482,1.1908623,0.024006307,1.0,0.0,1.0,0.6666293,1.0,0.0,1.8124142,4.8119745,23.100119,13.07091,3.9364686,3.5715618,1.0,1.553327,1.0,5.0433936,2.4851534,1.9489542,3.3480787,0.9443191,1.0,1.4052244,1.0,2.1476846,1.0,0.3827448,1.0,4.5034266,1.0,0.0,1.0,0.7749753,4.4931397,6.2931957,1.8300934,0.9974852,1.0,0.0,1.0,0.45698926,1.0,0.0,23.2808,11.364117,2.621223,0.0,1.0,0.0,3.9508672,3.7688322,1.0,0.0,4.210718,3.6105742,2.335978,0.0,1.0,0.0,24.172684,17.862062
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)GalNAc(a1-Sp14,4.9493437,4.1935635,1.0,0.0,3.942059,4.628794,3.1651258,0.0,1.0,0.0,3.0269797,2.9589403,3.2477918,1.8207672,3.0378366,0.0,1.7306299,1.9405962,1.0,2.0882516,5.9913917,10.079473,5.7932973,4.666544,1.0,4.183555,2.963472,1.4233284,1.0,0.0,2.822015,0.0,2.0639226,0.89493954,2.8773685,3.5421028,2.0709083,0.8626487,1.0,0.0,1.0,0.0,1.7464609,1.699543,1.0,0.0,2.7554262,0.0,2.217288,0.0,3.5894165,3.9073298,2.0866616,1.932161,6.9777036,6.3790727,3.513779,2.8109217,2.495595,1.5477567,4.9288483,5.6929245,2.8959277,2.4954069,2.4553597,0.761966,1.7745545,0.0,2.1622646,24.84256,2.6188204,2.099516,4.42094,32.04659,1.7093458,2.4340148,1.0,0.0,2.093852,0.0,1.0,36.97034,3.2005467,3.317733,2.704052,22.850693,1.8410845,0.0,2.4090385,0.0,1.0,0.0,4.7197657,4.25183,2.849452,0.0,2.5266626,0.0,4.3916845,8.393601
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)]GalNAc(a1-Sp14,2.9804451,3.3793104,1.0,0.0,3.1902077,4.5954967,1.0,0.0,1.0,0.0,3.4060748,1.9549851,2.8783796,2.7036633,1.0,0.0,1.0,3.4854336,1.0,4.2846317,8.925121,2.089551,3.4684513,5.2706623,6.0454555,1.127043,1.0,3.4642768,1.0,0.0,1.7968411,0.0,2.4360964,1.2752061,3.297547,1.7482615,1.0,0.37640566,1.0,0.0,1.0,0.0,1.3336669,0.91084266,1.0,0.0,2.190194,0.0,2.8548222,0.0,3.9360616,4.4922423,1.7648585,1.6519369,1.0,1.2299194,1.6991115,1.9321018,2.3773372,0.0,8.82092,0.0,1.0,1.3759056,1.0,9.772705,2.6377685,0.0,30.44117,20.653255,2.3199587,3.8287265,32.13008,26.74582,2.1991699,2.569518,1.0,0.0,2.2377124,0.0,31.16986,29.778698,4.696886,0.0,26.489605,18.70913,1.0,0.0,3.006084,0.0,1.0,0.0,4.1807237,3.9337993,1.504192,0.0,1.0,0.0,6.107851,0.0
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp24,2.1903,0.8928504,34.89561,28.627483,2.0143037,5.7791157,1.0,0.0,2.4469404,0.0,34.035084,28.608528,27.293917,22.532574,1.0,0.031341076,26.261206,22.042944,32.751804,32.259052,6.155219,0.27934265,5.7196164,3.1500027,34.591644,31.361368,1.8769491,3.9319735,12.517658,9.053848,3.0672808,5.4715266,1.4628583,2.0001264,2.9707859,3.1100698,3.1892936,3.8637447,1.0,0.0,1.0,0.0,1.0,3.8336515,1.0,0.0,33.921547,30.787815,4.5967674,4.0846314,3.9037986,4.37712,1.0,2.2653189,1.0,3.4819832,10.611775,13.47089,2.284649,0.0,2.9680262,3.7441332,3.0598357,6.6334267,2.9127972,0.912282,32.93818,30.256897,30.314243,0.0,3.421031,0.0,34.248608,27.726942,2.6953945,7.783999,1.0,0.0,1.6130092,1.964891,34.511757,35.7082,7.27427,6.9369307,30.171572,20.443998,34.216793,29.134071,5.02343,4.264968,1.0,0.0,4.5294766,3.7540958,2.1083174,0.0,2.6601238,0.76238155,13.778353,26.977962
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp24,3.3144681,1.5461221,32.115116,19.55708,3.0694475,3.4598465,1.0,0.0,1.0,0.0,31.029528,14.593201,24.240664,15.71908,1.0,0.0,17.92507,9.765069,16.530336,13.608126,5.0538673,0.0,3.9427688,5.8031697,32.66778,25.79261,1.0,3.8528185,12.718612,5.11382,1.0,0.0,1.0,4.606954,4.25712,5.60832,3.5320232,4.9262238,1.0,0.0,1.9144307,0.0,1.9694825,4.0921454,1.0,0.0,32.51361,26.307793,16.516163,5.3638573,3.7897148,4.2066283,1.0080106,2.5406666,1.0,4.145055,8.457272,6.7390103,2.4663656,6.8922095,2.7696674,0.0,1.4594821,7.8035173,1.0,0.80564785,33.5121,23.120003,3.5883853,7.8495574,2.1475074,3.9630995,7.772262,9.302676,3.5512395,4.8603106,1.0,0.0,1.0,1.6858399,1.0,8.351398,7.0700336,8.056008,2.3243968,5.4662595,27.004465,10.6314535,3.6110334,4.3330593,1.0,0.0,3.0667155,4.9550905,1.0,0.0,1.0,0.0,29.483528,18.674923
Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp19,3.5274897,3.1478052,29.573057,0.0,2.349114,9.353008,1.0,3.815363,2.4003804,0.0,33.951435,18.974487,23.085403,0.0,1.574024,1.5282516,14.244009,10.08923,24.50646,13.651884,9.318135,5.543924,3.4271798,3.9913716,33.75281,27.821627,1.0,0.7336401,4.7964997,11.879637,1.0,0.0,1.0,3.5853372,3.2922645,4.7390776,18.30641,13.554918,1.2315696,1.1262374,3.8928936,3.5109046,17.299261,13.399985,1.0,0.0,31.077204,6.9534717,26.530445,22.16949,5.2149277,4.310934,1.0,1.9486212,1.0,1.0787472,30.942373,21.574715,1.8886255,0.0,3.4005651,0.0,23.102522,20.721313,2.6579115,4.921598,31.193224,0.46868587,8.224143,7.162904,1.5771056,3.5864983,2.8009658,13.261614,2.097315,4.1803412,9.06964,0.0,1.2637782,1.5334935,12.685559,5.799537,14.060543,14.231022,3.7840705,6.269508,8.257368,0.0,21.257719,21.380821,1.0,0.0,3.1676252,4.542256,2.4240322,0.0,1.3751658,0.0,8.520734,23.324974
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc(b1-Sp24,2.6605005,2.4152296,31.47354,28.535107,2.6131058,6.3952684,2.7140048,4.5949574,1.0,0.0,3.6964538,1.9531792,25.350456,21.994373,27.017036,25.919102,13.779682,4.6995935,17.08775,4.5270367,6.456844,3.0752668,4.9391804,5.7503633,16.66518,10.790291,1.2937421,1.2137866,30.44875,21.713726,29.878923,24.027184,2.453459,1.1797361,4.2609634,6.664493,1.7430829,1.9881014,1.0,0.0,1.8330494,0.0,2.2854803,2.5848975,1.5782238,0.03502989,33.357643,18.301838,7.8588457,7.9847736,5.1233096,5.1129036,2.2718902,3.368936,1.0,3.2128181,13.625442,10.364934,3.0358224,0.0,3.1455956,7.805947,2.5594,2.3266137,1.0,4.708151,33.525253,15.9228525,5.967008,1.086462,2.828742,0.35056162,34.564304,33.617714,28.03718,17.91523,10.52207,8.334433,5.7825413,0.0,6.4251614,0.0,7.024485,9.0786915,2.9668224,1.7160904,1.8060087,1.8517231,3.3206277,5.4476104,1.0,0.0,6.233659,4.387479,2.7673361,2.079779,33.598156,36.172935,30.74192,20.737677
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)][Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-Sp21,3.9044514,0.6420744,1.7859242,0.0,3.2527778,5.233562,2.670759,11.082757,1.0,0.0,1.9165747,0.58890754,3.4931717,1.3105524,2.4250586,0.0,3.452162,3.855754,1.0,5.9880075,9.662347,4.385834,10.399558,5.712764,12.173,11.694605,1.0,1.8698871,1.0,2.7983184,1.0,0.0,1.911817,0.0,3.6713622,0.8779885,3.627924,2.4742396,1.0,0.0,2.151812,1.7801794,3.9246705,2.6880648,1.0,0.0,1.2429739,0.0,3.5252004,6.8784776,4.0566893,4.3474445,2.7043755,2.3192608,1.0,1.1678191,2.9575713,7.9480734,1.8233932,0.0,3.7945242,2.5610402,5.1970053,3.7290869,1.0,0.0,3.4179628,0.0,2.1441612,0.0,2.3060677,0.8112739,5.5386558,11.4315195,3.0799768,3.9938202,2.4655583,0.0,2.271378,0.0,1.0,1.6191355,2.55662,7.57835,1.7120823,2.3280501,2.1134138,0.0,3.2093136,3.5030928,1.0,0.0,3.040288,4.207344,1.5358582,0.0,2.4585912,6.6772156,7.588025,24.488667
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)]Gal(b1-4)Glc(a1-Sp21,2.0185769,3.3918886,20.857294,22.308693,2.4988222,2.1099424,3.0170987,7.922598,1.0,0.0,1.3245673,1.6429913,22.984781,19.5028,1.4353175,13.713717,1.0,2.336272,1.0,4.2145243,5.18699,5.744137,6.8264217,5.0956798,1.0,2.632571,2.690406,2.5451233,1.3092778,0.0,3.0948048,1.8737503,1.2664441,1.2077153,3.1781015,2.331752,1.0,0.13142638,10.022935,0.0,1.0,0.0,1.7184354,0.40060064,1.0,0.0,2.8997107,0.0,6.0973287,0.0,3.7492087,3.57027,1.0,3.5787609,1.0,3.1297417,1.2827758,0.79887736,2.8831053,0.0,1.9217108,4.6554604,1.4020717,1.0396538,1.2289432,1.2372394,1.6477349,0.0,22.872076,22.315388,3.1076615,2.0522525,33.03594,34.46978,2.4927375,2.4126666,1.0,2.059603,1.0,2.4420617,34.670227,33.350132,6.227964,0.0049954653,17.882296,21.247606,1.0,0.2870289,2.27496,0.0,1.0,4.5235186,3.1121995,3.5131452,2.0398986,5.2239723,5.9247317,7.5055523,8.62294,2.970013
Gal(b1-3)GlcNAc(b1-6)GalNAc(a1-Sp14,2.4621758,2.390749,1.0,1.4112835,2.027315,4.718895,1.0,1.1909033,1.0,12.817068,1.7516148,0.0,2.436745,3.2415004,22.761288,16.102108,1.0,1.4742624,1.0,1.3286316,7.479341,24.558285,2.9558382,4.421893,1.0,0.893882,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.2691662,0.19844744,1.0,0.7546427,1.0,0.0,1.2630055,0.0,1.4493338,3.8384907,1.0,4.27724,1.0,0.0,1.6639527,0.0,6.23226,4.5623817,1.7091604,3.0688825,1.0,2.561985,1.0,1.3618675,1.8015856,0.0,1.0,14.601166,1.7360109,0.88649523,2.4410543,4.8712387,3.437981,0.0,1.5735462,0.0,2.7393618,0.75260884,16.29203,16.830027,3.0000973,2.395812,4.6531844,1.0670501,1.0,0.5885043,1.0,0.0,2.8108222,0.0,3.2018356,0.0,1.0,0.0,2.1681128,0.0,1.0,0.0,5.1238008,3.4874735,1.0,0.0,18.313812,10.035732,2.0216544,0.0
Gal(a1-3)Gal(b1-3)GlcNAc(b1-6)GalNAc(a1-Sp14,1.0,2.697064,1.3640507,0.0,2.548514,4.5847554,3.215833,0.0,1.0,3.6033466,2.202284,2.7172823,1.5160172,0.29694867,2.5584087,7.7622547,1.0,2.473728,2.6225965,2.0373003,34.06776,28.02418,3.9163542,5.554714,1.0,8.715167,4.423521,1.0015998,1.0,1.0936816,1.0,0.0,4.696956,8.329262,4.5976667,4.211193,1.0,1.8585339,16.515625,16.369324,1.0,0.0,2.3699198,2.2195957,1.0,1.167177,1.0,5.23092,1.0,0.0,3.1294947,4.088257,1.0,1.7451024,1.0,4.40222,1.0,1.6538517,32.958702,32.658535,1.4738889,5.8956556,1.2860843,2.4567342,1.0,1.9596536,4.4625998,2.9070265,2.665483,0.0,2.6304169,4.087098,22.220022,22.002691,2.22,2.2612038,1.0,0.08175546,1.0,4.247119,4.797316,0.0,2.381438,4.245576,3.7809007,3.0445561,1.0,0.0,1.0,1.3171926,1.0,0.0,13.132225,4.523011,2.0457437,0.0,3.2771254,0.0,6.546636,6.542879
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)GalNAc(a1-Sp14,2.3264434,3.5560298,13.221023,19.017702,2.4722314,3.390098,4.837395,0.0,1.0,0.0,1.6403539,1.4993545,11.627723,14.978924,1.7027034,12.351452,1.6710347,0.3709445,1.0,0.0,6.7033,2.0084596,5.795835,4.8956594,6.2011943,1.8353066,1.553119,2.7429047,1.0,0.0085709095,4.322542,0.0,2.4559236,4.325083,3.7374954,2.7388287,2.944272,0.8910532,4.3817,0.3652935,1.0,0.0,2.9043653,0.5261971,1.2161701,0.0,3.1270883,0.7865732,2.1663527,0.61795443,6.848862,3.3051834,4.791647,2.3230612,1.0,3.8308208,1.0,1.3661174,1.0,6.8450136,1.0,3.7320466,3.1245425,1.5322449,1.0,6.324829,3.8269308,1.0045303,1.5935023,0.0,5.2538385,0.0,6.938315,9.160015,3.7822313,2.0822284,1.0,0.0,1.2926958,2.1325517,1.0,0.0,3.539963,3.497002,1.7534869,0.6921147,1.0,0.0,1.0,0.34305227,1.0,0.0,5.7983923,3.8953414,1.739656,0.0,1.360778,0.0,4.9712853,2.7703605
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-6)GalNAc(a1-Sp14,3.0456166,3.539688,1.0,0.0,2.023506,5.372042,1.0,0.0,1.0,0.0,1.5122588,5.069855,1.4426742,1.273478,2.0021,0.0,1.0,2.98821,1.5792135,3.6530623,3.7336137,13.308788,5.9166117,5.1641827,1.0,8.471054,1.0,0.9265361,1.7154106,0.0,1.0,0.0,2.386387,2.742486,3.171189,2.0648031,1.0,1.5083743,2.146374,0.1383059,1.0,0.0,1.0,1.2216046,1.0,0.0,1.3380612,2.8741655,2.6123633,1.1719936,2.9840224,4.034,2.6377206,1.3041749,10.323727,3.723627,1.6134479,2.4271083,2.522062,5.4371104,4.581836,3.8876138,2.027775,2.0936055,2.3431065,0.0,2.0951076,2.785627,1.0697036,0.0,2.3358161,1.8621655,11.766092,6.2273693,2.432164,1.239178,1.0,0.0,1.8573315,0.0,4.5544953,0.0,2.6529443,4.997514,2.1897197,0.12868899,1.7258478,0.0,2.418074,0.8335979,1.0,0.0,4.069896,3.9698708,1.302053,0.0,6.9213037,0.0,8.213704,14.7908745
(3S)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp0,2.9317245,1.7132127,32.57234,30.807516,2.3840947,3.8203418,1.0,4.5692954,1.0,0.0,1.4427302,1.9600333,25.496477,23.014137,1.0,0.9242455,1.0253519,0.6188288,3.14601,0.0,2.84343,4.4387364,7.2403283,4.766007,1.0,0.0,2.7607448,2.1380548,2.6809971,1.955794,1.0,0.0,1.0,2.5420125,3.2809029,2.5710595,1.6598796,1.3689914,1.0,0.0,1.0,0.0,2.070578,1.6717029,1.0,2.1000347,3.198423,2.997861,2.4943018,3.5138333,3.2979326,4.5978756,2.519053,4.329793,1.0,1.5251826,1.4799517,3.014753,1.9869441,1.0668254,6.538715,6.490403,3.3685794,1.6315949,1.0,0.0,2.58431,3.4502115,2.108591,0.0,2.4118583,2.6263604,3.9531925,0.0,3.2873538,2.9088778,1.0,0.0,1.0,0.06467137,1.0,0.0,4.618565,4.120986,2.601923,0.0,1.0,0.0,3.0383854,3.1020355,1.0,0.0,3.142485,3.2414382,1.8557019,0.0,1.0,0.0,4.021741,3.3406687
